"text","label"
"mild chst paiin",1
"thoda bukhaar hai khansi nahi",0
"mild sa bukhar h stable h 44",0
"spo2 drop ho raha ha ibreathing issue 44",2
"oxygen leveel gir rahah ai",2
"halki zukam hai",0
"diizziness nnd wekness",1
"3 din se bukhaar nahi ja raha",1
"sirf zukam hia bukhaar nahi",0
"chhati halka dard",1
"chest crushing pain radiating arm",2
"routine problem hai 11",0
"chst pin brething problm",2
"patient unconscious not responding 92 119",2
"oxygen low hai patient unconscious",2
"hakla bukhar h",0
"bohot tez dard saans ruuktee ja rahi",2
"pulse very high aur behosh hain",2
"no mojr issuee",0
"sans thodi hai",1
"critical breathingg faiilure",2
"saans bilkul nahi aa rahi emerggency hai 60",2
"mild chst pain",1
"high fever no cold",1
"allergy 93",0
"mmodrte chest pain",1
"saans bilkul nahi aa rahi emergency hai",2
"mild fever no cold",0
"seene mein discommfort",1
"wekness",0
"respiratory  distress",2
"minor alelrgy",0
"weakness",0
"uthh nahi pa raha oxygen gira hua hai",2
"critical breathing failure",2
"spo2 low brething isue 104",2
"saans ki nali band ho rahi hai 68",2
"fever wihtout cold 3 days",1
"bukhaar high fever",1
"behosh ho gy pulse high",2
"patient baat nahi kar pa raha oxygen low",2
"behosh pade hain pulse nahi aa raha 148",2
"fever 101 headache 58",1
"sirf bukhaar hai cold bilkul nahi",1
"thodi si fatiggue",0
"saans ki nali band ho rahi hai",2
"tightness mild 135",1
"oxygen bahut kam hai",2
"pso2 low brething isue 31",2
"mil dshortnes of",1
"generel weaakness",0
"respratry distrss sevr",2
"sevr breathlesness 18",2
"tez bukhaar bina sardi ke",1
"tez bukhaar aur bada ndard",1
"slight cold hai 28 108",0
"tez bukhaar sardi nahi 137",1
"oxygen mask chahiyepa tient unconscious",2
"low fever no cough no ocld 80",0
"bukhaar 33 din se haai",1
"breathing failure",2
"patient not breathing properly 39",2
"small cut mino rinjury",0
"dizziness feel ho raha hai",1
"normall clod cough",0
"hosh nahi aa raha pulse zyada",2
"mild hheadche 62",0
"mujhe tez bukhaar hai cold hai 122",1
"breathing thoodi difficult ho rahi hai 67",1
"continuous fever since 2 days",1
"geenrl",0
"patient collapsed",2
"generell",0
"emergency hai patient colllapse ho",2
"patient hosh mein nahi hai",2
"fever 101 no runny nose",1
"chest mmein mild pain hai",1
"sir meni halka darrd",0
"tez bukhaar bina ke",1
"fever hai but cold nahi 3 days se",1
"serv chest pain cant mov",2
"cchaati me dard saans nahi rahi",2
"miiled headache",0
"high fvr bina ke",1
"patient unconscious not responding",2
"pulse veryy high aur behosh hain",2
"bukhaar high fever",1
"sir mein halka",0
"hosh nahi aa raha pulse zyada",2
"bukhaar ke saath ulti",1
"low grade fever 91",0
"breathing problm mild",1
"severe chestt pain haii saans nahi aa rahi",2
"slight ffvr",0
"thodi si fatigue 63",0
"sevr cchst tghtnees cant breathe",2
"modrte chest pain",1
"cant breth at all",2
"thakaan ho rahi hai",0
"cchest mien bahut tez dard saans ruk rahi",2
"moderate chest pain",1
"no complaints",0
"sar dard h",0
"perrsistnt headache fever",1
"dizzienss and weakness ho rahi hai",1
"chest discomfrt",1
"tahkaan ho rahi hai 89",0
"bukhaar hgh fever",1
"thakaan ho rah ihai",0
"sevr chst tightnses 58",2
"slight fever stable",0
"high temperature body pain",1
"oxygen gir raha hai patient unconscious hai 116 74",2
"patient hosh mein nahi hai",2
"vry hgh unconsious 146",2
"oxygn low patint unconscous",2
"fever 101 headache",1
"no complainnts",0
"tez bukhaar bina sradi ke",1
"fever without cold 2 din se 6",1
"light cold 124 41",0
"mild breathlessness on exertion",1
"spo2 below 90 eemergency",2
"mildd hedaache",0
"patient respond nahi kar raha oxygen low",2
"fever without cold 2 idn se",1
"mild fever without cold",0
"bhookh kam lag rahi hai",0
"genreal weakness",0
"sligt 16",0
"chhati mein bahut tez dard saanns nahi",2
"fever high hai body pain bhi",1
"chti me drd sns nhi rhi",2
"generel weakness",0
"normal zukam 138",0
"mild headche",0
"sirf zukam hai bukhaar nahi",0
"hedaache",0
"chest pin brething problem",2
"mild hedache",0
"halka bukhaar hai",0
"pet thodaa dard",0
"chest crushing pain radiating arm",2
"bhookh kma lag rahi hai 104",0
"hai khansi nahi 45",1
"neend anhi aa rahi 50",0
"geneerl wekness",0
"sirf bukhaar hai cold bilkul 80",1
"continuous fever since 2 days",1
"mild sa headache ho raha hai 12",0
"feverr without cold 2 din se",1
"bhookh kam lag raih hai",0
"uthh nahi pa raha oxygen girah ua hai",2
"sligt feveer",0
"low grade fever",0
"cold cough 109",0
"sligt fever",0
"high temperature body",1
"bukhaar body pain no cough no cold 32",1
"kamzori rahi hai",0
"saans nahil e pa rahe  hain",2
"dizziness and weakness",1
"mild nausea",0
"cant bretha t all",2
"oxygen critical level hai 63",2
"chst tightnss midl 97",1
"severe breathlessness patient baat nahi kar pa raha",2
"saans ki nali band ho rahi hai 145 42",2
"allergy",0
"heart attack severe chest pain 87",2
"thodaa weaakness hai",0
"continuous fever 2 days",1
"mild heddaaceh",0
"chhaati dab rahi hai saans nahi",2
"halka bukhar h 46",0
"spo2 below 90 emergency",2
"oxygn low patint",2
"bukhaar zukam nahi",1
"puls vry hgh unconsiouss 110",2
"nahi aa rahi hai",2
"light colld",0
"oxygen low ptient unconscious",2
"norml cold 126",0
"cant breth at all",2
"oxygen dropping rapidly",2
"moderate chest pain",1
"normall cold cough 43",0
"oxygen bahhtu kam hai",2
"slight cold 60",0
"thakaan rahi hai",0
"tez bukhaar hai zukam nahi",1
"bbukhr fever",1
"general weakkness",0
"severe chest tightness cannot breathe",2
"sirf bukhaar ahi cold bilkul nahi",1
"fever without cold 3 days",1
"thoda sa sir  dard",0
"fever 102 no cough just body pain 119",1
"no mjar",0
"bukhr high fever",1
"oxygen low ptient unconscious",2
"saans ki nali band ho rahi hai",2
"mein halka dard",1
"major issue",0
"no ccomplaintss",0
"fvr hig hno cld",1
"chest pain breathing problem",2
"critical failure 145",2
"headache",0
"behosh ho gaya pulse high 17 24",2
"high fever no cold 141",1
"emergency hai patient collapse gaya",2
"behosh ho pulse high 121",2
"thodi kamzori",0
"fever 102 body pain",1
"minor issue hai koi badi baat nahi",0
"mil dfever  no cold",0
"fever hai but cold nahi 3 days se",1
"fvr 012 body pin 1",1
"fever 101  headache",1
"oxygen low ptient unconscious 57",2
"seene meiin discomfort",1
"fever high hai body pain bhi",1
"fever withotu col d2 din se",1
"thoda bukhaar hai khansi nahi 75",0
"bohot tez saans ruktee ja rahi 127",2
"patient nahi kar pa raha oxygen low",2
"oxygen leevl gir raha hai 117",2
"tez bukhaar bina sardi ke",1
"sirf halka bukhaar hai cold",0
"bahut zyada bukhaar hai",1
"patient not rbeathing",2
"behosh ho gaya pulse high 139",2
"chst brething problm",2
"chest pain breathing problem",2
"continuous fever since 2 days",1
"te zbukhaar hhai zukam nahi",1
"sans thodi hai",1
"3 din se bukhaar nahi jja raha 47",1
"severe chest pain cannot move 117",2
"oxygen gir raha hai patient unconscious hai",2
"ahlki hai",0
"patient hosh mein nahi hai",2
"bahhut zyada hai",1
"slight fatigue",0
"mild sore throat",0
"bukhaar ke saath ulti",1
"mild headache",0
"light breathing problem",1
"sspo2 low brething issue",2
"oxygen level criticall",2
"halka body ache 83",0
"sans lene dikkat ho rahi hai",1
"bukhaar 103 koi aur symptom nahi",1
"mild sa bukhar h stable h",0
"palpitations",1
"bukhaar 102 hkansi nnahi",1
"oxygen level gir raha hai",2
"badan garm hai khansi 87",1
"mild sa headache ho raha hai 0",0
"hosh nahi aa raah pulse zyada",2
"halki zukam hai",0
"minor allergy",0
"persistnt headache fever",1
"slight fevr stable",0
"saans ki nali band ho rahi hai 49",2
"slight cold hai",0
"sirf halk abukhaar hai cold",0
"dizziness and weakness 121",1
"hosh nahi aa raha pulse zyada",2
"mujjhe tez bukhaar hai cold nahi hai",1
"complaints",0
"tez bukkhaar aur badan dard",1
"modrte chest",1
"no majr issue",0
"lsght fever stable",0
"dziziness and",1
"severe breathlessness cannot speak 58",2
"small cut minor injury 17",0
"chhoti si chot lagii",0
"severe breathlessness patiennt baat nahi kar pa raha",2
"chest pain",1
"csht mild",1
"no mmjor issue",0
"bukhaar nahi bas",0
"small cut minor injury 126",0
"critical breathing",2
"102 ffever no cold",1
"pulse very high aur behosh",2
"high no cld",1
"high fever with body ache 7",1
"collapse ho gaya",2
"mild heedche 30",0
"sir mein haalak dard",0
"tez bukhaar aur badan dard",1
"mujhe tez bukhaar hai cold hai 44",1
"slgiht cough no fever 144",0
"pulse very high unconscious",2
"bukhaar hai khansi nahi",1
"behosh hoo gya pulse hgh 27",2
"chakkar aa rahe hain",1
"no problem hai",0
"sevrr",2
"breathing slightly difficult",1
"persistent fever 3 days 6",1
"mild fever no cold 10",0
"patient hosh nahi hai",2
"chhati rahi hai asans nahi",2
"behosh ho gy pulse high",2
"saans lena impossible ho raha hai",2
"chest breathing problem 78",2
"pateint unconscious oxgyn low",2
"badan garm hai khnasi nahi",1
"mild nnausea",0
"behosh ho gy pulsee high",2
"saan slene mein thodi taklif",1
"patient baat nahi kar pa raha oxygen low",2
"behosh ho gya pulse hgh",2
"midl hedache",0
"mild chest tightness feel ho rahi hai",1
"oxygen leve",2
"thoda weakness hai",0
"normool cold cough",0
"spo2 drop ho raha hai breathing issue",2
"sirf halka bukhaar hai cold nahi",0
"and wekaness",1
"genneral weakness feel ho rahi hai",0
"emergenyc unconscious patient 146",2
"fever no cough just body pain 7",1
"behosh pade hain saans mushkil se aa rahi",2
"oxgyn critcal",2
"tez bukhaar bina sardi ke 62 30",1
"pulse veyr high unconscious",2
"3 se bukhaar nahi  ja raha",1
"patiient respond nahi kar raha oxygen low",2
"mild shortness of breatth",1
"sligght fever stable",0
"small cut minor injury 67",0
"sligt fever",0
"hosh mein nahi hai",2
"chst crushng pain 116 16",2
"miild",0
"continuous fever since 2 days 27",1
"pet thoda kharab hai",0
"cnat breth at  all",2
"mild  shortness of breath",1
"oxygn critcl",2
"ssaans ki nali band ho rahi hai",2
"chakkar aa rahe hain",1
"slight ffever stable",0
"saans bilkul nahi aa rahi emergency hai",2
"severe breathlessness ptaient baat nahi kar pa raha",2
"mild sore throat",0
"moderate chest pain",1
"fver",1
"oxygn low patint unconscous 129",2
"slight stable",0
"saans rukne waali hai",2
"thakaan ho rahi hai",0
"mild hedaache",0
"very high unconscious 89",2
"general weakness feel ho rahi hai",0
"sevr breathlesnesss",2
"fever high hai body pain bhi 80",1
"thodi khnasi hhai",0
"bukhaar ke saath ulti",1
"fever with body pai nno cold",1
"tez bukhaar zukam nahi",1
"oxygen low pttient unconscious",2
"sans htodi mushkiil hai",1
"sans thodi mushkil hai",1
"hosh nahi aa raha pulse zyada 22",2
"bukhaar 102 khansi nahi",1
"slight fatigue 80 130",0
"mild sore thorat 119",0
"low fever stable",0
"low fever stable",0
"bohot tez dard saans ruktee ja rahi",2
"no major problem hai",0
"chhati mein halka dard",1
"continuous fever since 2 days",1
"low oxyygen",2
"sans thodi mushkil hai",1
"slight fatigue",0
"persistnt headache fever",1
"behosh ho gy apulse hhgh",2
"fever with vomiting",1
"patient breathing properly",2
"oxygen dropping rapidly",2
"bukhar tez h",1
"low fever no cough no cold 64",0
"dizzinesss weakness",1
"mild fever without cold",0
"neend nahi aa rahi",0
"chest discomfrot ho raha hai",1
"slight runny nose",0
"patient collapsed pulse weak",2
"bukhaar bahut zyada haai",1
"thoda bukhaar hai nahi",0
"ptaient collapsed",2
"oxyng level critcl 81",2
"dizzynesss weaknesss",1
"cannot breathe at all",2
"oxygn level critcl",2
"oxygen criticall leevl pe hai",2
"bukhaar 101 sir dard 116 130",1
"generl wwekness 46",0
"mild shortness of breath",1
"slight fatiguee",0
"au rkamzori",1
"hai sardi nahi",0
"generl wekness 130",0
"behoshh ho gaye hain",2
"severe breathlessness patient baat nahi kar pa raha 72",2
"pulse bahut fast hai behosh hain",2
"chest mein mild pain hai 12 96",1
"kamzori llag rahi hai",0
"chest pin brething problem",2
"mild sa bukhar stable h 70",0
"thoda sa  sir adrd",0
"fvr high clld",1
"zukkam",0
"imled hedaache",0
"minor stomach upset",0
"chts mild",1
"sevr chst tghtnes cant bbreathe",2
"saans ki nali band ho rahi hai",2
"sligt fevver",0
"sevr chst tightness",2
"respiratory distress",2
"general weakness feel ho rahi hai 146",0
"mild sore throat",0
"persistn theadache fever",1
"oxygne low ptaient unconscious",2
"rukne wali",2
"general weakness feel ho rrahi hai 102",0
"badan mein bauht dard hai bukhaar ke",1
"fever 102 no cough just body pain",1
"fvr 102 body",1
"pulse very high behosh hain 86",2
"sirf bukhaar hai cold iblkul nahi 62",1
"ocntinuoos fever",1
"shortnes of breeath",1
"breathing problm mild 131",1
"hosh nahi aa raah pulse zyada",2
"bukhaar 102 khansi nahi",1
"pin brething problm",2
"slighht fvr 15",0
"pet mein thoda dard",0
"normall cold",0
"patient baat nahi kar pa oxygen low",2
"normol col",0
"severe chest pain hai saans nahi aa rahi",2
"dizziness nd weekness 61",1
"tez bukhaar hai zukam nahi 94 119",1
"puls vry unconsious 88",2
"thakaan ho raih hai 146",0
"sa headache ho hai",0
"bkuhaar hai khansi nahi",1
"fvr headach",1
"unnresponsive loww oxygen",2
"bukhaar 102 khansi nahi",1
"sevr chest ppain cant mov",2
"rukne hai",2
"cannot breathe at all",2
"bukhaa rnahi bas kamzori 9",0
"chest discomfort ho raha hai",1
"dizziness nd ewkness",1
"slight fatigue",0
"high fever no cold",1
"pet mein thoda dard",0
"oxgyn critcal",2
"low fever stablee",0
"high feev rno cold",1
"thoda fever hai",0
"normal cold cough",0
"bukahr h",0
"pet thoda hai 136",0
"bukhaar hai khansi nahi",1
"no major problem",0
"heart attack severe chest pain",2
"normol cold cough",0
"sevr chst tghtnes cant breathe",2
"oxygn low patint unconscous",2
"pateint unconscious oxgyn low",2
"sirf halka bukhhaar hai cold nahi 69",0
"oxygen level pe hai",2
"rotuine checkup",0
"severe chest cannot breathe emergency",2
"chst pin brething problm",2
"seevere chest pain hai saans nahi aa rahi",2
"chhati mein bahut tez dard saans nahi",2
"general weakness",0
"severec hest pain move",2
"3 din se bukhaar nahi ja raha",1
"chst crushng pain 146 47",2
"egnral",0
"spo2 low breathing issue",2
"cnanot breathe at all 119",2
"spo2 80 se neeche gaya emergency",2
"minor issue hai koi badi baat nahi 14",0
"patient unconsicous not responding 39",2
"bukhaar naih bas kamzori 69",0
"fever 103 no other symptoms",1
"bohot tez dard saans ja rahi",2
"fever 102 aur body mein dard",1
"minora llergy",0
"dizziness while standing",1
"fever high hai body ppain bhhi",1
"low grade fever",0
"chest mein bahutt tez dard ruk rahi",2
"thoda bukhaarh ai khansi  nahi",0
"halki zukaam hai",0
"halki khhasi",0
"hgh fever no cld",1
"dizziness and weakness ho rahi hai",1
"slight fatiguee 19",0
"mild sore throat",0
"thoda weakness ahi",0
"hohs nahi aa raha pulse zyada 46",2
"high body pain",1
"kamzori lag rahi hai",0
"chst crushng pain",2
"minor allergy",0
"breathing problm mild",1
"pso2 drop ho raha hai breathing issue",2
"badan garm hai khansi nahi 24 116",1
"tfever",0
"sirf bukhaar hai cold bilkul nahi",1
"sligh tfatigeu",0
"mild chest pain 80",1
"continuous fever since 2 days 38",1
"low grade fevre",0
"severe chest tightness cannot breathe",2
"mild shortness of breath 23",1
"grade fever",0
"minor bodya che",0
"bukhaar pr khansi nahi",1
"sans lene mein dikkat ho rahi hai",1
"uthh nahi ap raha gira hua hai",2
"high fever  with body ache 147",1
"patietn breathing properly",2
"highf vr bina khansi ke 2",1
"miled headcahe 70",0
"genral 143",0
"mujhe tez bukhaar  hai cold nahi hai",1
"bukhaar high fever",1
"normall cold",0
"thodi si fatigue",0
"thodi kamzori",0
"severe chest apin cannot move",2
"chhati mein crushing dard 127",2
"mild 71",0
"low fever 108",0
"behosh ho pulse",2
"sans thodi mushkil hai",1
"puls vyr hgh unconsious",2
"no amjr issue",0
"bhookh  kam  lag rahi hai",0
"bukhhaar ke saath ulti",1
"dizziness nd wekness",1
"normal zukam",0
"fever 101",1
"sligght runny nose",0
"saans nahi aa raih hai",2
"chst pin brething problm 88",2
"chest discomfort mild",1
"sir mein halka dard",0
"behosh ho gya pulse hgh 87 2",2
"mild headahce",0
"slight cold hai",0
"persistnt headache fever",1
"thakaan ho rahi hai",0
"mild sa bukhar h stable h",0
"critical condition hai oxyygen low",2
"badan mein bahut dard hai bukhaar ke saath",1
"saans bilkul nahi aa rahi emergency hai",2
"normallc old",0
"collapsed",2
"slight fvvr",0
"bukhaar hai pr khansi nahi",1
"thoda sar dard h",0
"fver wihhtout cold",1
"fever 102 aur body mein dard",1
"oxygen levvel gir raha hai 107",2
"nahi aa raha pulse zyada",2
"thodi si faatigeu",0
"oxygen mask chahiye jaldi",2
"light breathing problem 96",1
"102 fever cold",1
"high fever no cold",1
"fevr 103 body ach",1
"behosh pade hain pulse nahi aa raha",2
"chesst crushing pain radiating arm",2
"spo2 drpping emergeny",2
"chest pain itna severe hai emergency call karo",2
"severe breathlessnes spatient baat nahi kar pa",2
"generel weakness",0
"mild",0
"minor allergy",0
"low brething issue",2
"fever 101 no runn ynose",1
"fever with body pain no cold",1
"fever without  cold 3 days",1
"tthodi kamozri",0
"patient collapsed weak 87",2
"bhookh kam lag rahi hai",0
"spo2 drpping",2
"cant breth at all",2
"behosh pade hain saans mushkil se aa rahi",2
"halkii fever haii sardi nahi",0
"badan mein bahut dard hai bukhaar ke saath",1
"spo2 80 se neeche gaya meergency 60",2
"saans ik nali band ho hai",2
"kamzori lag rhai hai 16",0
"seeen mein thodi jlaan",1
"spo2 low breathing issue",2
"small cut minor",0
"sir mein halka ddard",0
"cold cough",0
"persistent fever 3 days 78",1
"mild 23",0
"spo2 80 es neeche gaya emergency",2
"seene mein thodi jalan 109",1
"mujhe tez bukhaarh ai cold nahi hai 44",1
